product_name,nutriscore_grade,nutriscore_score,nova_group,energy-kcal_100g,saturated-fat_100g,sugars_100g,sodium_100g,fruits-vegetables-nuts_100g,fiber_100g,proteins_100g
Riesenbohnen dampfgegart,b,-5.0,1.0,98.0,0.1,1.0,0.012,90.0,7.1,6.0
Epinards branches sans sel ajouté Bio engagé d'aucy 340g,a,-6.0,1.0,34.0,0.1,0.2,0.04,100.0,2.9,3.4
Blanquette de légumes riz et graines Plat Veggie d'aucy 320g,c,3.0,4.0,122.0,1.4,1.2,0.232,41.0,2.8,3.4
Maïs croquant Sans résidu de pesticides d'aucy cart.3x140g,b,-2.0,3.0,89.0,0.5,4.9,0.172,100.0,3.8,2.9
Maïs croquant Sans résidu de pesticides d'aucy 285g,b,-2.0,3.0,89.0,0.5,4.9,0.172,100.0,3.8,2.9
Lasagnes au saumon Plat de la mer d'aucy 300g,c,4.0,4.0,117.0,2.3,1.3,0.304,25.6,2.1,5.0
Haricots rouges HVE Bien cultivés d'aucy 235g,b,-5.0,4.0,99.0,0.2,0.5,0.008,100.0,6.4,7.3
Pois chiches HVE Bien cultivés d'aucy 250g,a,-6.0,1.0,120.0,0.3,0.3,0.004,100.0,5.5,6.7
Flageolets HVE Bien Cultivés d'aucy 250g,a,-7.0,4.0,88.0,0.1,0.3,0.232,100.0,6.1,5.5
Petits pois Carottes HVE Bien cultivés d'aucy 250g,a,-6.0,3.0,58.0,0.0,3.0,0.2,100.0,4.3,4.0
Petits pois HVE Bien cultivés d'aucy 250g,a,-6.0,3.0,80.0,0.0,2.6,0.18,100.0,5.1,5.2
Haricots verts HVE Bien cultivés d'aucy 290g,a,-3.0,3.0,24.0,0.0,0.7,0.184,100.0,2.9,1.8
Haricots beurre HVE Bien cultivés d'aucy 290g,a,-4.0,3.0,27.0,0.0,0.7,0.188,100.0,3.1,1.7
"Epinards branches CEE2 Agri Confiance Express d'aucy 2,5kg",a,-6.0,1.0,33.0,0.2,0.5,0.096,100.0,3.7,4.0
"Purée haricots verts CEE2 Express d'aucy 2,5kg",a,-6.0,1.0,37.0,0.1,1.5,0.008,100.0,3.6,2.4
Petits pois Carottes en rondelles Bio engagé d'aucy 340g,b,1.0,3.0,50.0,0.2,2.4,0.236,100.0,4.2,3.4
Penne aux légumes et basilic Plat Veggie d'aucy 300g,c,3.0,4.0,104.0,1.7,2.3,0.296,53.6,2.5,4.1
Cassolette merlu saumon,c,4.0,4.0,96.0,1.5,0.9,0.344,22.3,1.3,5.1
Coeurs de palmiers Sélection d'ailleurs d'aucy 220g,a,-3.0,3.0,29.0,0.2,1.2,0.236,100.0,2.0,2.4
Maïs croquant Sans résidu de pesticides d'aucy 140g,b,-2.0,3.0,89.0,0.5,4.9,0.172,100.0,3.8,2.9
Carottes en rondelles CEE2 d'aucy 2400g,a,-2.0,3.0,25.0,0.0,3.3,0.28,100.0,2.4,0.8
Haricots Borlotti d'aucy 1560g,a,-7.0,3.0,108.0,0.1,0.9,0.4,84.5,6.4,7.8
Petits pois Carottes en rondelles Bio engagé d'aucy cart.2x130g,a,-6.0,3.0,50.0,0.2,2.4,0.236,100.0,4.2,3.4
Haricots verts coupés Bio engagé d'aucy cart.2x110g,a,-2.0,1.0,26.0,0.0,0.8,0.012,100.0,2.8,1.6
Tomates pelées Bio engagé d'aucy 235g,a,-5.0,1.0,19.0,0.0,2.5,0.004,100.0,1.2,0.9
Mijoté de lentilles aux petits légumes d'aucy 380g,c,8.0,4.0,92.0,2.4,1.9,0.296,65.8,2.9,4.4
Curry de pois chiches aux épices douces d'aucy 380g,b,2.0,3.0,89.0,1.0,2.5,0.348,71.4,3.2,3.5
Aubergines cuisinées à la provençale d'aucy 380g,a,-2.0,3.0,72.0,0.6,5.1,0.236,97.2,2.7,1.1
Courgettes cuisinées à la provençale d'aucy 380g,a,-1.0,3.0,79.0,0.7,4.9,0.264,95.0,2.2,1.4
Ratatouille cuisinée à la provençale d'aucy 380g,a,-1.0,3.0,61.0,0.4,4.6,0.248,95.0,2.6,1.1
Chili sin carne et son riz Plat Veggie d'aucy 300g,c,3.0,4.0,117.0,0.5,1.9,0.312,44.2,2.9,4.1
Thon au curry et son duo de riz Plat de la mer d'aucy 300g,c,3.0,4.0,120.0,1.3,0.9,0.352,21.5,1.8,8.4
Maïs Ultra croquant,a,-4.0,3.0,90.0,0.5,4.9,0.172,0.0,4.3,2.9
Légumes pour soupe A cuire d'aucy 1kg,a,-4.0,3.0,42.0,0.1,3.6,0.032,87.0,2.9,1.6
Canard Mitonné Petits Pois et Carottes,b,2.0,4.0,98.0,1.3,2.4,0.276,46.0,0.5,7.1
"Ravioli pur bœuf, sauce tomate cuisinée",c,3.0,4.0,88.0,0.9,3.3,0.292,0.0,1.7,3.7
Chili con carne au bœuf,a,0.0,3.0,106.0,0.9,1.2,0.324,42.0,5.0,6.4
"Paella Valenciana - Poulet, Fruits de mer, Chorizo - (2 Pers.)",b,1.0,4.0,135.0,1.0,1.1,0.32,23.0,1.2,7.4
Chili con carne au bœuf,a,-1.0,4.0,92.0,0.8,2.4,0.292,42.0,4.5,6.5
"Couscous oriental, poulet et boulgour",b,2.0,4.0,94.0,0.5,1.0,0.276,17.0,2.2,5.8
Pavé colin d'alaska,c,3.0,4.0,96.0,1.4,0.5,0.256,19.0,1.0,5.5
Bœuf Carottes et Torsades,c,3.0,4.0,96.0,1.1,1.7,0.32,21.0,1.3,7.5
Taboulé,c,3.0,4.0,123.0,0.3,3.0,0.28,0.0,2.0,4.4
MATERNE Compotes Coupelles BIO Pomme 8x100g,a,-2.0,4.0,60.0,0.2,11.0,0.004,99.8,1.3,0.5
Intense et Velouté - Mangue Ananas,a,-2.0,4.0,68.0,0.1,12.0,0.004,98.9,1.2,0.5
MATERNE Compotes Intense et Velouté Brugnon Abricot 4x97g,b,2.0,4.0,57.0,0.1,9.8,0.004,98.8,1.4,0.9
MATERNE Compotes Coupelles P. Pêche Ab 16x100g Format Familial,a,-3.0,4.0,54.0,0.2,9.7,0.004,99.7,1.3,0.5
"POM'POTES Compotes Gourdes Pomme, P. Fraise 36x90g Format Familial",a,-3.0,1.0,55.0,0.2,10.0,0.004,99.9,1.4,0.5
Pom'Potes Pomme Ananas,a,-2.0,4.0,62.0,0.5,11.7,0.004,99.8,1.56,0.5
Pom'potes - Pomme mûre,a,-2.0,4.0,65.0,0.5,11.5,0.008,99.7,0.0,0.5
Pom'potes pomme châtaigne,b,1.0,4.0,95.0,0.2,18.0,0.004,93.0,1.4,0.5
Pom'potes 5 fruits Pomme Goyave Mangue Ananas Passion,a,-3.0,4.0,56.0,0.2,10.0,0.004,98.0,1.4,0.5
Fruit Intense Pomme Pêche de Vigne,b,1.0,4.0,60.0,0.1,11.0,0.016,98.3,1.9,0.5
POM'POTES Compotes Gourdes Pomme Nature 4x90g,a,-2.0,3.0,66.0,0.1,13.0,0.004,96.2,1.1,0.5
Pom'potes 5 fruits,a,-2.0,4.0,64.0,0.5,11.8,0.0,99.7,0.0,0.5
POM'POTES Compotes Gourdes 5 Fruits Exotiques 4x90g,a,-3.0,4.0,55.0,0.1,10.0,0.004,99.9,1.2,0.5
POM'POTES Compotes Gourdes Pomme Banane 4x90g,a,-2.0,1.0,62.0,0.1,11.0,0.004,99.9,1.3,0.5
POM'POTES Compotes Gourdes Pomme Brugnon 4x90g,a,0.0,4.0,51.0,0.1,9.4,0.004,99.8,1.1,0.5
POM'POTES Compotes Les P'tits Explorateurs Les Samourais 4x90g,a,-3.0,4.0,53.0,0.1,9.6,0.004,99.8,1.2,0.5
Confiture Allégée Myrtille,d,11.0,4.0,166.0,0.1,38.0,0.008,65.0,2.5,0.5
CONFIPOTE Confiture allégée en sucres Pot Fraise&Rhubarbe 350g,d,11.0,4.0,166.0,0.1,39.0,0.024,65.0,1.5,0.5
Confiture Allégée Poire,d,11.0,4.0,172.0,0.1,40.0,0.012,65.0,1.6,0.5
CONFIPOTE Confiture allégée en sucres Pot Fraise 350g,d,11.0,4.0,163.0,0.1,38.0,0.016,65.0,1.0,0.6
CONFIPOTE Confiture allégée en sucres Pot Abricot 350g,c,10.0,4.0,160.0,0.1,37.0,0.016,65.0,0.9,0.6
Pom'potes bio,a,-1.0,4.0,74.0,0.5,15.5,0.0,90.0,0.0,0.5
POM'POTES Compotes Gourdes Multivariétés Les Inédits 12x90g,a,-3.0,4.0,55.0,0.1,10.0,0.004,96.2,1.2,0.5
POM'POTES Compotes Gourdes Multivariétés 12x90g,a,-3.0,4.0,55.0,0.1,10.0,0.004,99.9,1.2,0.5
POM'POTES Compotes Gourdes Multivariétés Les Inédits 12x90g,a,-3.0,4.0,58.0,0.1,10.0,0.004,99.9,1.1,0.5
POM'POTES Compotes Gourdes Pomme Nature 12x90g,a,-2.0,3.0,66.0,0.1,13.0,0.004,96.2,1.1,0.5
POM'POTES Compotes Gourdes Pomme Nature 12x90g,a,-3.0,4.0,55.0,0.1,10.0,0.004,99.7,1.2,0.5
POM'POTES Compotes Gourdes Multivariétés 12x90g,a,-3.0,4.0,55.0,0.1,10.0,0.004,100.0,1.4,0.5
Pom'Potes Les inédits sans sucres ajoutés,a,-2.0,4.0,62.0,0.2,11.0,0.004,99.7,1.3,0.5
Pom'potes,a,-2.0,3.0,69.0,0.5,13.7,0.04,95.0,0.0,0.5
"POM'POTES Compotes Pomme, P.Poir, P.BanFrs 16x90g Format Familial",a,-3.0,4.0,53.0,0.1,9.6,0.004,99.9,1.4,0.5
"POM'POTES Compotes Pomme, P. Frs, P. Framb 16x90g Format Familial",a,-3.0,4.0,56.0,0.1,9.9,0.004,99.8,1.5,0.5
"POM'POTES Compotes Gourdes Pomme, P. Brugn 16x90g Format Familial",a,-3.0,4.0,51.0,0.1,9.4,0.004,99.8,1.1,0.5
POM'POTES Compotes Gourdes Pomme Nature 18x90g,a,-2.0,4.0,61.0,0.2,11.0,0.004,99.7,1.4,0.5
POM'POTES Compotes Sans Sucres Ajoutés Multivariétés 20x90g,a,-2.0,4.0,65.0,0.1,11.0,0.004,99.9,1.3,0.5
POM'POTES Compotes Gourdes Pomme Nature 20x90g,a,-3.0,4.0,55.0,0.1,10.0,0.004,99.7,1.2,0.5
"POM'POTES Compotes BIO Pomme, Pomme Fraise, Pomme Banane 28x90g",a,-2.0,4.0,67.0,0.2,13.0,0.004,99.9,1.3,0.5
"POM'POTES Compotes Pomme, Pomme Poire, Pomme Banane 32x90g",a,-2.0,4.0,62.0,0.1,11.0,0.004,99.9,1.3,0.5
POM'POTES Compotes Gourdes Multiv. Format Familial,a,-3.0,4.0,58.0,0.1,10.0,0.004,99.9,1.1,0.5
POM'POTES Compotes Gourdes Multiv. Inédits 36x90g Format Familial,a,-2.0,4.0,62.0,0.1,11.0,0.004,99.9,1.3,0.5
"POM'POTES Compotes BIO Pomme, P. Frb, P. Mir, P. Ban 36x90g Format Familial",a,-2.0,1.0,60.0,0.1,11.0,0.004,99.9,1.3,0.5
POM'POTES Compotes Gourdes 5 Fruits Rouges & Jaunes 36x90g Format Familial,a,-3.0,4.0,53.0,0.1,9.7,0.004,99.9,1.2,0.5
POM'POTES Compotes Gourdes 5 Fruits Verts&Exotiq 36x90g Format Familial,a,-3.0,4.0,56.0,0.1,10.0,0.004,99.9,1.2,0.5
"POM'POTES Compotes Pomme, P. Poire, P. Ban 48x90g Format Familial",a,-2.0,4.0,65.0,0.2,12.0,0.004,99.9,1.3,0.5
"POM'POTES Compotes Pomme, P. Frs, P. Framb 48x90g Format Familial",a,-3.0,4.0,57.0,0.2,10.0,0.004,99.9,1.7,0.5
"POM'POTES Compotes Gourdes Pomme, P. Brugn 48x90g Format Familial",a,-3.0,4.0,51.0,0.1,9.4,0.004,99.8,1.1,0.5
POM'POTES Compotes Gourdes BIO Pomme Nature 48x90g Format Familial,a,-2.0,1.0,61.0,0.2,11.0,0.004,99.9,1.3,0.5
"POM'POTES Compotes Gourdes Pomme, P. Brugn 64x90g Format Familial",a,-3.0,4.0,51.0,0.1,9.4,0.004,99.8,1.1,0.5
"POM'POTES Compotes Pomme, P. Poire, P. Ban 64x90g Format Familial",a,-2.0,4.0,62.0,0.1,11.0,0.004,99.9,1.3,0.5
Pom' pott,a,-3.0,4.0,56.0,0.2,10.0,0.004,99.8,1.3,0.5
POM'POTES Compotes Gourdes Multivariétés 72x90g 48+24 Offertes,a,-2.0,4.0,65.0,0.2,12.0,0.004,99.9,1.3,0.5
"POM'POTES Compotes Pomme, P. Frs, P. Framb 96x90g 64+32 Offertes",a,-3.0,4.0,57.0,0.2,10.0,0.004,99.9,1.7,0.5
"POM'POTES Compotes Gourdes Pomme, P. Brugn 96x90g Format Familial",a,-3.0,4.0,51.0,0.1,9.4,0.004,99.8,1.1,0.5
"POM'POTES Compotes Pomme, P. Poire, P. Bana 96x90g 64+32 Offertes",a,-2.0,4.0,65.0,0.2,12.0,0.004,99.9,1.3,0.5
"POM'POTES Compotes Pomme, P. Frs, P. Framb 96x90g Format Familial",a,-3.0,4.0,56.0,0.1,9.9,0.004,99.9,1.5,0.5
Compotes Gourdes Multi variétés 12x90g,a,-3.0,4.0,57.0,0.1,10.0,0.004,99.9,1.2,0.5
"POM'POTES Compotes Gourdes Pomme, Pomme Fraise 12x90g",a,-3.0,4.0,54.0,0.1,10.0,0.004,99.9,1.5,0.5
POM'POTES Compotes Gourdes 5 Fruits Jaunes 16x90g Format Familial,a,-3.0,4.0,53.0,0.1,9.7,0.004,99.9,1.2,0.5
POM'POTES Compotes Gourdes 5 Fruits Rouges 16x90g Format Familial,a,-3.0,4.0,52.0,0.1,9.5,0.004,99.9,1.3,0.5
POM'POTES Compotes Gourdes 5 Fruits Exotiques 16x90g Format Familial,a,-3.0,4.0,55.0,0.1,10.0,0.004,99.9,1.2,0.5
POM'POTES Compotes Gourdes Pomme Nature 48x90g,a,-2.0,4.0,61.0,0.2,11.0,0.004,99.7,1.4,0.5
Maçã Morango,a,-2.0,1.0,57.0,0.2,11.0,0.004,100.0,1.4,0.5
Betterave Lacto-fermentée BIO,c,4.0,3.0,19.0,0.0,2.2,0.52,100.0,2.3,0.6
"Préparation pour Taboulé BUITONI Boîte 3/1 de 2,8 kg pour 30 à 40 portions",b,1.0,4.0,65.0,0.6,2.8,0.508,0.0,1.0,0.7
Nappage Cuisiné pour Pizza BUITONI Boîte 5/1 de 4 kg,c,4.0,4.0,48.0,0.2,4.2,0.348,0.0,0.9,1.2
0% Strawberry Yogourt,a,-2.0,4.0,73.3,0.0,7.33,0.0339,5.2,0.0,10.0
Riz au lait,c,5.0,3.0,153.0,3.0,14.0,0.032,0.0,0.1,3.3
Smarties yaourt,c,9.0,4.0,153.0,3.3,20.5,0.07,4.6,0.5,3.3
Yaourts Pâtissiers,c,3.0,4.0,106.0,1.7,14.6,0.06,5.1,0.3,3.8
"Activia, au Bifidus",c,4.0,4.0,97.0,2.0,12.6,0.052,0.0,0.0,4.0
"Actimel, goût fruits des bois",e,12.0,4.0,77.0,1.0,11.9,0.04,2.3,0.0,2.6
Danette base noisette chocolat,c,4.0,4.0,111.0,0.7,12.3,0.048,4.5,0.0,1.4
CRUNCH Lait Tablette 100g,e,31.0,4.0,514.0,15.5,48.5,0.124,0.0,1.9,5.0
Fonds Brun Lié CHEF - Boîte de 600 g pour 15 L à 40 L,c,3.0,4.0,335.0,6.4,14.4,7.72,0.0,6.1,11.5
MONT BLANC Crème dessert Coupelles Caramel 4x125g,c,5.0,4.0,129.0,2.3,13.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Coupelles Riz au lait Vanille 4x125g,c,4.0,4.0,114.0,1.4,13.0,0.04,0.0,0.5,2.5
LION MINI Barres chocolatées - sachet 385g,e,33.0,4.0,480.0,11.3,51.6,0.204,0.0,1.3,4.8
NESTLÉ TRADICORÉ Poche de,b,0.0,4.0,133.0,0.1,7.2,0.08,0.0,44.4,3.7
Gelée Claire CHEF - Boîte de 1 kg pour 20 L,e,24.0,4.0,258.0,0.1,3.7,10.8,0.0,0.5,40.2
"Fonds Brun Lié Demi-Glace MAGGI Boîte 1,2 kg jusqu'à 40 L",c,4.0,4.0,348.0,0.9,10.9,5.76,0.0,1.6,7.9
"MAGGI Court Bouillon Citron et Fines Herbes 8 tablettes, 89,6g",c,3.0,4.0,148.0,6.1,1.4,23.96,0.0,1.4,0.5
"Coulis de Tomate CHEF - Boîte de 2,5 kg (appertisé)",b,1.0,3.0,71.0,0.5,5.5,0.48,93.5,1.6,1.7
PurSoup' - Velouté de légumes du soleil,b,1.0,4.0,38.0,0.2,2.9,0.292,60.0,1.2,1.0
Velouté de Potiron,c,3.0,4.0,35.0,0.6,1.5,0.268,43.0,1.9,0.6
"PurSoup’ Mouliné de Légumes d’Hiver - Pommes de terre, Poireaux, Lentilles",c,3.0,4.0,40.0,0.8,1.3,0.28,43.0,1.6,1.4
Légumes et Vermicelles,c,3.0,4.0,34.0,0.5,1.4,0.308,32.0,1.2,1.0
Velouté de Potiron et pointe de crème (lot de 2),b,2.0,4.0,35.0,0.8,2.4,0.29,43.0,0.7,0.8
Pur Soup' Carottes fraîches et pointe de crème,c,3.0,4.0,40.0,1.0,2.4,0.312,53.0,1.6,0.9
Soupe à la chinoise,c,3.0,4.0,21.0,0.1,0.5,0.3,15.0,0.5,0.5
Jardinière de Légumes Bio,b,2.0,3.0,26.0,0.1,1.1,0.24,37.0,1.0,0.7
Légumes et Vermicelles,c,3.0,4.0,33.0,0.4,1.4,0.308,32.0,1.1,0.9
Velouté Cèpes et Bolets,c,3.0,4.0,30.0,0.6,1.0,0.316,5.0,0.7,0.8
délice de courgettes au chèvre,c,3.0,4.0,37.0,0.5,1.4,0.28,31.5,0.6,1.0
Bio Velouté de 10 Légumes,c,3.0,3.0,32.0,0.5,1.5,0.284,42.0,0.8,0.7
Velouté de légumes du soleil,b,2.0,4.0,38.0,0.3,2.5,0.292,62.0,1.1,1.0
velouté de légumes saveur poêlée,c,3.0,4.0,50.0,0.6,1.7,0.264,63.0,1.3,1.0
Pur Soup ' Velouté de 10 Légumes,c,3.0,4.0,46.0,0.7,2.5,0.3,42.0,0.9,0.8
PurSoup' Velouté de 10 Légumes,c,3.0,4.0,43.0,0.6,1.3,0.268,42.0,0.8,0.7
Legumes et vermicelles,c,3.0,4.0,39.0,0.3,2.0,0.27,32.0,0.9,1.0
Pur Soup' Velouté de légumes,c,3.0,4.0,45.0,0.7,2.4,0.3,38.0,0.8,0.8
Velouté de Poireaux Pommes de Terre et pointe de crème,c,3.0,4.0,46.0,1.0,0.7,0.28,32.6,0.6,0.8
PurSoup' - Velouté de Tomates,b,1.0,4.0,39.0,0.4,3.1,0.292,66.0,0.5,0.6
velouté de cresson,c,3.0,4.0,33.0,0.4,0.4,0.28,33.0,0.6,0.8
Potiron & croûtons,c,4.0,4.0,53.0,1.3,2.0,0.28,8.0,0.2,0.5
Panzani - spf - sauce tomates & basilic,a,0.0,4.0,71.0,0.32,5.5,0.396,75.0,2.2,1.7
La Blanquette de Dinde,b,2.0,4.0,70.0,1.1,0.5,0.36,41.0,1.4,5.0
Blanquette de veau,b,2.0,4.0,84.0,1.2,0.2,0.28,20.0,1.7,6.2
Sauce pour Poulet Crème Champignons Facile,d,11.0,4.0,121.0,6.1,1.4,0.352,0.0,0.9,1.4
Panzani - spf - sauce provençale,a,0.0,4.0,51.0,0.3,5.2,0.376,94.0,2.0,1.2
Panzani tomacouli ail et fines herbes 500g,a,-4.0,4.0,27.0,0.05,3.9,0.02,99.8,1.6,1.2
Saucisses fumées,e,22.0,4.0,370.0,14.0,0.8,0.72,0.0,0.2,15.0
Lentilles blondes - 500 g - Vivien Paille,a,-15.0,1.0,320.0,0.2,1.0,0.04,100.0,11.2,24.0
Confiture de fraises,d,17.0,4.0,240.0,0.0,59.0,0.0,45.0,1.0,0.3
Confiture Extra Abricot,d,17.0,4.0,240.0,0.0,59.0,0.0,45.0,0.8,0.4
Confiture Fraises,d,16.0,4.0,241.0,0.0,59.0,0.0,50.0,1.2,0.4
Confiture Extra de Myrtilles,d,16.0,4.0,241.0,0.0,59.0,0.0,50.0,1.5,0.3
Gelée de Coing,d,18.0,4.0,240.0,0.0,59.0,0.0,47.0,1.0,0.2
Myrtilles Confiture Extra,d,16.0,4.0,241.0,0.0,59.0,0.0,50.0,1.5,0.3
compotee d'abricots,c,3.0,3.0,108.0,0.0,25.0,0.0,85.0,1.4,0.8
Compotée rhubarbe,c,5.0,3.0,103.0,0.0,24.0,0.0,80.0,2.0,0.5
Confiture Fruits des bois,d,16.0,4.0,247.0,0.0,58.0,0.0,50.0,1.4,0.6
Confiture fraise -30% de sucres,d,13.0,4.0,164.0,0.0,40.0,0.0,50.0,1.1,0.3
Confiture abricots,d,11.0,4.0,165.0,0.0,40.0,0.0,50.0,1.1,0.4
Confiture Fraises,d,16.0,4.0,241.0,0.0,59.0,0.0,50.0,1.2,0.4
Confiture fruits des bois,d,15.0,4.0,239.0,0.0,58.0,0.0,50.0,1.9,0.6
Crème de pruneaux,d,11.0,3.0,246.0,0.0,53.0,0.0,44.0,5.0,2.0
confiture abricots,d,16.0,4.0,241.0,0.0,59.0,0.0,50.0,1.1,0.5
Marmelade Oranges🍊 Amères  Bonne Maman,d,18.0,4.0,240.0,0.0,59.0,0.0,28.0,0.7,0.3
"Bonne Maman - French Strawberry & Wild Strawberry Jam, 370g (13oz)",d,17.0,4.0,241.0,0.0,59.0,0.0,50.0,0.0,0.4
Raspberry Conserve,d,15.0,4.0,239.0,0.0,57.0,0.0,60.0,3.4,0.7
confiture de lait,e,23.0,4.0,307.0,2.3,52.0,0.26,0.0,0.0,3.4
Confiture Abricots et Framboises,d,17.0,4.0,238.0,0.0,58.0,0.0,50.0,0.5,0.5
Pomme Poire,a,-1.0,3.0,76.0,0.0,17.0,0.0,92.0,2.1,0.3
Orange douces,d,18.0,4.0,241.0,0.0,59.0,0.0,40.0,1.2,0.4
Pomme Poire Morceaux Sans Sucres Ajoutés,a,-3.0,1.0,46.0,0.0,9.6,0.0,100.0,2.4,0.2
Confiture allégée exotiques,d,11.0,4.0,163.0,0.0,39.0,0.0,50.0,2.0,0.4
Compotes Pomme Fraise et Pomme Nature,a,-1.0,3.0,75.0,0.0,17.0,0.0,91.0,1.8,0.35
Choucroute william saurin,c,4.0,4.0,47.0,1.6,0.5,0.44,69.0,4.3,0.5
Pure Premium Ruby Breakfast,c,4.0,1.0,42.0,0.0,8.5,0.0,100.0,0.8,0.7
Sirop Coktails Citron vert,e,20.0,4.0,258.0,0.0,61.400001525879,0.008,20.0,0.0,0.0
Juicy Citronnade - Eau minérale naturelle,c,6.0,4.0,40.0,0.0,4.9,0.004,6.0,0.0,0.5
Volvic touche de Thé,c,4.0,4.0,21.0,0.0,4.9,0.0,0.0,0.0,0.0
Le Centurion Emmental En Tranchettes,c,10.0,3.0,364.0,19.0,0.0,0.3,0.0,0.0,28.0
Jus de Pomme à base de concentré,c,5.0,1.0,44.0,0.1,9.8,0.004,100.0,0.2,0.5
Nectar de Fruits Multivitaminé,d,8.0,4.0,44.0,0.01,10.4,0.028,50.0,0.01,0.2
3D Goût Fromage,d,18.0,4.0,535.0,2.5,4.0,0.78,0.0,2.1,5.5
Noisettes naturelles,a,-9.0,1.0,690.0,4.5,4.3,0.01,100.0,9.7,15.0
Menier Pâtissier Tablette,e,24.0,4.0,521.0,17.6,47.6,0.004,0.0,8.7,7.1
Vache qui rit,d,16.0,4.0,310.0,20.0,2.0,0.56,0.0,0.0,9.0
Boursin ail et fines herbes,d,16.0,3.0,395.0,26.0,2.5,0.48,0.0,0.0,8.0
Litchi dénoyauté,b,1.0,3.0,65.0,0.0,14.0,0.0,100.0,1.2,0.0
Ananas au jus,a,-2.0,1.0,54.5,0.0,12.0,0.0,100.0,1.0,0.5
Compote De Pomme Allégée En Sucre Ze Compot',a,-1.0,3.0,67.0,0.0,15.6,0.0,90.0,1.3,0.3
Compote veloutée Pomme Douceur,a,-1.0,3.0,67.0,0.0,15.2,0.0,90.0,1.8,0.3
Betteraves Rouges En Dés Bonduelle,b,2.0,3.0,29.0,0.1,4.9,0.316,100.0,1.8,0.7
Betterave dés assaisonnée CE2 FR,b,1.0,3.0,34.0,0.0,5.7,0.24,100.0,2.4,0.9
Carotte râpée,a,0.0,3.0,28.0,0.1,4.0,0.392,100.0,2.9,0.5
Céleri râpé CE2 FR,a,-1.0,3.0,26.0,0.1,0.7,0.332,100.0,2.7,0.8
Jardinière aux 4 légumes 4/4,a,0.0,4.0,41.0,0.1,0.8,0.18,51.0,2.9,1.9
Weiße Bohnen,c,3.0,3.0,90.0,0.2,0.6,0.244,100.0,6.7,6.6
Haricots Blancs a La Tomate,b,2.0,3.0,108.0,0.4,5.8,0.4,43.0,5.1,4.3
BON Gruene Brechbohnen FA.,b,2.0,3.0,26.0,0.1,0.5,0.228,100.0,2.5,1.4
Haricots Verts Bonduelle,b,2.0,3.0,26.0,0.1,1.0,0.228,100.0,2.9,1.6
Linsen,a,-5.0,1.0,91.0,0.1,0.5,0.224,100.0,3.6,6.9
Sweet Corn,b,1.0,3.0,112.0,0.2,3.2,0.156,100.0,2.9,3.0
Macédoine 1/2,a,0.0,3.0,43.0,0.1,2.3,0.224,100.0,4.3,2.2
Macédoine 4/4,a,-3.0,3.0,39.0,0.1,0.8,0.304,100.0,3.7,2.2
Macédoine De Légumes,a,0.0,3.0,39.0,0.1,0.8,0.312,100.0,3.7,2.2
Petits Pois Carottes à L'etuvée Bonduelle (300G),a,-5.0,4.0,58.0,0.1,3.9,0.24,100.0,4.6,2.8
Junge Erbsen,a,-8.0,3.0,79.0,0.2,2.0,0.232,100.0,5.9,5.7
Zöldborsó,a,-6.0,3.0,73.0,0.1,2.6,0.292,100.0,7.8,5.5
Зелен грах,a,-9.0,3.0,74.0,0.1,2.6,0.292,100.0,7.8,5.5
Pommes de terre 4/4,b,2.0,3.0,57.0,0.01,0.5,0.224,0.0,1.5,1.3
Bonduelle Petits Pois Tres Fins,a,-2.0,4.0,82.0,0.2,4.2,0.268,100.0,5.8,5.1
Brocoli surgele,a,-5.0,1.0,31.0,0.1,1.1,0.012,100.0,2.7,2.3
Kidney Bohnen,b,-5.0,4.0,71.0,0.1,0.7,0.248,48.0,5.6,5.6
Bonduelle Mais,b,2.0,3.0,73.0,0.2,5.1,0.112,100.0,3.0,2.7
Champignons,a,0.0,3.0,20.0,0.1,0.3,0.232,100.0,2.2,2.2
Champignons,a,0.0,3.0,20.0,0.1,0.3,0.232,100.0,2.2,2.2
Légumes pour couscous,a,-3.0,1.0,36.0,0.1,2.0,0.016,100.0,3.4,1.9
Haricots verts très fins,a,-3.0,3.0,26.0,0.1,1.0,0.232,100.0,2.9,1.6
Maïs Supersweet en grains SV,a,-4.0,3.0,73.0,0.2,5.1,0.112,100.0,3.0,2.7
Macédoine de légumes,a,-3.0,3.0,39.0,0.1,0.8,0.312,100.0,3.7,2.2
Snap peas,a,-4.0,1.0,48.0,0.1,4.6,0.0,100.0,3.0,2.3
Haricots verts XF Cueilli 58cl,a,-1.0,3.0,20.0,0.1,0.8,0.348,100.0,2.7,1.1
Zlatá kukurica sklo,c,3.0,3.0,80.0,0.3,6.8,0.204,100.0,2.6,2.9
Piselli extra fini,b,-4.0,4.0,77.0,0.2,4.4,0.252,100.0,6.6,4.8
Peas,a,-6.0,1.0,71.0,0.1,5.6,0.004,100.0,4.8,5.1
Betterave dés assaisonnée FR,b,1.0,3.0,34.0,0.0,5.7,0.24,100.0,2.4,0.9
Pousse de soja,c,6.0,3.0,23.0,0.1,1.7,0.332,100.0,1.3,1.3
Haricots verts XF P.Vapeur 1kg,a,-6.0,1.0,32.0,0.1,1.7,0.004,100.0,3.1,2.0
